promise_id,party,year,page_number,manifesto_section,promise_text
BJP_2019_0221,BJP,2019,0,SC/ST/OBC,"We will implement the 10% EWS reservation law in the same spirit while ensuring that SCs, STs and OBCs continue to have their fair representation."
BJP_2019_0222,BJP,2019,0,SC/ST/OBC,"We are committed to ensure benefits of constitutional provisions of the Scheduled Castes, Scheduled Tribes and backward classes."
BJP_2019_0223,BJP,2019,0,Rural Development,"Every block with more than 50% ST population and at least 20,000 tribal persons will have an Eklavya Model Residential School."
BJP_2019_0224,BJP,2019,0,Rural Development,We will ensure that the rights of all forest dwellers are fully protected.
BJP_2019_0225,BJP,2019,0,Rural Development,"We will establish 50,000 ‘Van Dhan Vikas Kendras’ in the tribal areas of the country."
BJP_2019_0226,BJP,2019,0,Labour & Employment,We will make adequate provisions for personal safety equipment and accelerate the adoption of mechanized cleaning to ensure occupational health and safety for Safai Karamcharis.
BJP_2019_0227,BJP,2019,0,Economy & Finance,We are committed to bringing down the percentage of families living below the poverty line to a single digit in the next five years.
BJP_2019_0228,BJP,2019,0,Economy & Finance,"We will take further steps to ensure access to bank branches, payment banks and banking correspondents by creating a new data-sharing framework."
BJP_2019_0229,BJP,2019,0,Economy & Finance,"With this scheme, we will ensure that every Indian has access to banking facilities within a radius of 5 km."
BJP_2019_0230,BJP,2019,0,Economy & Finance,We will also launch a technology-enabled programme for broader financial literacy.
BJP_2019_0231,BJP,2019,0,Rural Development,We will further widen the food security cover to provide subsidized sugar (at Rs. 13 per kg per family per month) to these families.
BJP_2019_0232,BJP,2019,0,Economy & Finance,We are committed to further revise the tax slabs and the tax benefits to ensure more cash and greater purchasing power in the hands of our middle-income families.
BJP_2019_0233,BJP,2019,0,Labour & Employment,"We will make all efforts to ensure that our aspirational middle class has access to education, employment opportunities and suitable urban infrastructure."
BJP_2019_0234,BJP,2019,0,Rural Development,We intend to continue with our effort to ensure that 115 aspirational districts catch up with the rest of the country.
BJP_2019_0235,BJP,2019,0,Rural Development,We intend to continue our efforts to resolve the geographical imbalance of Eastern India and ensure that Eastern India is an equal participant in the progress and growth of the nation.
BJP_2019_0236,BJP,2019,0,Social Justice & Minorities,We are committed to the empowerment and ‘development with dignity’ of all minorities.
BJP_2019_0237,BJP,2019,0,Health,We will strengthen the Rashtriya Vayoshri Yojana to ensure that poor senior citizens in need of aids and assistive devices receive them in a timely manner.
BJP_2019_0238,BJP,2019,0,Women & Child Development,Anganwadi and pre-school system will be strengthened to ensure that cases of disabilities are detected at an early stage.
BJP_2019_0239,BJP,2019,0,Infrastructure,"We will put in place a system of continuous accessibility audits and ratings for cities, public infrastructure including airports, railway stations and public transport systems."
BJP_2019_0240,BJP,2019,0,Social Justice & Minorities,We will prioritize Divyang beneficiaries under Pradhan Mantri Awas Yojana and mandate accessibility benchmarks to be met.
BJP_2019_0241,BJP,2019,0,Social Justice & Minorities,We will offer higher interest rates on fixed deposits by divyangs.
BJP_2019_0242,BJP,2019,0,Social Justice & Minorities,We will recognise the 11 left out Indian Gorkha sub-tribes as Schedule Tribes.
BJP_2019_0243,BJP,2019,0,SC/ST/OBC,We are committed to implement the reservation in the legislative assembly of Sikkim for Limboo and Tamang tribes.
BJP_2019_0244,BJP,2019,0,Foreign Policy,"We are committed to work towards finding a permanent political solution to the issue of Darjeeling Hills, Siliguri Terai and Dooars region."
BJP_2019_0245,BJP,2019,0,Labour & Employment,We will maintain the same direction over the next five years to ensure a respectable living for the workers under the National Minimum Wage.
BJP_2019_0246,BJP,2019,0,Labour & Employment,We will expand the Pradhan Mantri Shram Yogi Maandhan scheme to cover all small shopkeepers.
BJP_2019_0247,BJP,2019,0,Social Justice & Minorities,"We will create an umbrella scheme ‘Pradhan Mantri Kalanidhi Yojana’ to allow flexible and customized packages of credit, working capital and social security options to provide comprehensive support to traditional arts."
BJP_2019_0248,BJP,2019,0,Women & Child Development,We will formulate a comprehensive Child Protection Framework to facilitate the setting up of standards and robust inspection and monitoring of child care institutions across India.
BJP_2019_0249,BJP,2019,0,Social Justice & Minorities,We are committed to bring transgenders to the mainstream through adequate socio-economic and policy initiatives.
BJP_2019_0250,BJP,2019,0,Youth & Sports,We will ensure self-employment and skill development avenues for transgender youth.
BJP_2019_0251,BJP,2019,0,Governance & Anti-Corruption,We will explore all possibilities within the framework of the Constitution and all necessary efforts to facilitate the expeditious construction of the Ram Temple in Ayodhya.
BJP_2019_0252,BJP,2019,0,Social Justice & Minorities,"We are committed to conserve and promote all culturally, religiously and spiritually significant heritage sites related to every faith in India and the ongoing PRASAD scheme will be expanded."
BJP_2019_0253,BJP,2019,0,Social Justice & Minorities,We will constitute a National Task Force to study the status of all written and spoken languages and dialects in India.
BJP_2019_0254,BJP,2019,0,Social Justice & Minorities,We will also work towards revival and promotion of vulnerable or extinct dialects and languages.
BJP_2019_0255,BJP,2019,0,Social Justice & Minorities,We will ensure that the teaching of Sanskrit is expanded and popularised at the school level.
BJP_2019_0256,BJP,2019,0,Social Justice & Minorities,We will also provide 100 Panini fellowships to researchers and scholars across India to promote research in Sanskrit.
BJP_2019_0257,BJP,2019,0,Rural Development,"The villages located on the banks of the river, which are already open defecation free, will be taken up under a special project to ensure complete sustainable management of solid and liquid waste."
BJP_2019_0258,BJP,2019,0,Energy & Environment,We are committed to ensure a clean and uninterrupted flow of river Ganga from Gangotri to Ganga Sagar.
BJP_2019_0259,BJP,2019,0,Infrastructure,We will ensure that the sewerage infrastructure to deal with 100% of the waste water from the Ganga towns is completed and is functioning effectively.
BJP_2019_0260,BJP,2019,0,Social Justice & Minorities,"We will undertake every effort to ensure that the subject of faith, tradition and worship rituals related to Sabarimala are presented in a comprehensive manner before the Hon’ble Supreme Court."
BJP_2019_0261,BJP,2019,0,Social Justice & Minorities,We will endeavour to secure constitutional protection on issues related to faith and belief.
BJP_2019_0262,BJP,2019,0,Youth & Sports,We will further continue our efforts to promote Yoga globally.
BJP_2019_0263,BJP,2019,0,Women & Child Development,"We will undertake a rapid expansion of Yoga health hubs, Yoga tourism and research in Yoga."
BJP_2019_0264,BJP,2019,0,Social Justice & Minorities,An International Cultural Festival will be organised on a grand scale every year in 5 different states to showcase and promote the rich diversity of Indian culture.
BJP_2019_0265,BJP,2019,0,Social Justice & Minorities,We will launch a web-enabled virtual tour of all culturally and historically significant heritage sites and museums in India through ‘Dharohar Dharshan-an integrated web portal’.
BJP_2019_0266,BJP,2019,0,Social Justice & Minorities,"The BJP reiterates its stand to draft a Uniform Civil Code, drawing upon the best traditions and harmonizing them with the modern times."
BJP_2019_0267,BJP,2019,0,Social Justice & Minorities,We will create an institutional mechanism to deepen the relationship of culture and heritage with people of Indian origin.
BJP_2019_0268,BJP,2019,0,Foreign Policy,We will simultaneously launch ‘Bharat Gaurav’ campaign to increase interaction among the Indian diaspora.
BJP_2019_0269,BJP,2019,0,Foreign Policy,We will strengthen the MADAD portal as single-point avenue for information and services for Indians living abroad.
BJP_2019_0270,BJP,2019,0,Foreign Policy,"We will effectively pursue co-operation against global evils, such as terrorism and corruption through forums like UN, the G20, BRICS, SCO, Commonwealth, etc."
BJP_2019_0271,BJP,2019,0,Foreign Policy,Significant interactions such as Russia-India-China (RIC) and Japan-America-India (JAI) will be strengthened.
BJP_2019_0272,BJP,2019,0,Foreign Policy,"To forward our ‘Neighbourhood First’ policy, we will extensively leverage forums such as BIMSTEC."
BJP_2019_0273,BJP,2019,0,Foreign Policy,"Act East Policy, cooperation with ASEAN and ensuring an open, inclusive, prosperous and secure Indo-Pacific will be pursued vigorously."
BJP_2019_0274,BJP,2019,0,Infrastructure,We will strengthen our role as ‘first responder’ for disaster relief and humanitarian assistance and develop partnerships for disaster resilient infrastructure.
BJP_2019_0275,BJP,2019,0,Foreign Policy,We will make knowledge exchange and transfer of technology for the development of all countries a major focus of our diplomatic relations.
BJP_2019_0276,BJP,2019,0,Foreign Policy,We will endeavour to create an ‘International Space Technology Alliance’ for better coordination and cooperation on issues related to space technology.
BJP_2019_0277,BJP,2019,0,Foreign Policy,We are committed to taking concrete steps on international forums against countries and organizations supporting terrorism.
BJP_2019_0278,BJP,2019,0,Foreign Policy,We will work towards establishing a ‘Comity of Nations Against International Terrorism’ as a voluntary multi-lateral forum.
BJP_2019_0279,BJP,2019,0,Foreign Policy,We are committed to seeking permanent membership of the United Nation Security Council.
BJP_2019_0280,BJP,2019,0,Foreign Policy,We will increase the strength of the diplomatic and allied cadres.
BJP_2019_0281,BJP,2019,0,Foreign Policy,We will facilitate the participation of experts in foreign policy-making through a robust mechanism.
BJP_2019_0282,BJP,2019,0,Foreign Policy,We will establish a full-fledged University of Foreign Policy.
BJP_2019_0283,BJP,2019,0,Foreign Policy,India’s states will be actively assisted in their international outreach for economic development.
BJP_2019_0284,BJP,2019,42,Agriculture,"Ensure adequate market avenues for the realisation of MSP through e-NAM, GrAMs and Pradhan Mantri AASHA Yojana."
BJP_2019_0285,BJP,2019,42,Agriculture,Increase the cropped area under irrigation.
BJP_2019_0286,BJP,2019,42,Rural Development,"Enable the creation of 10,000 new Farmer Producer Organizations."
BJP_2019_0287,BJP,2019,42,Rural Development,Work towards ensuring that maximum farmers get income support under the Pradhan Mantri Kisan Samman Nidhi Yojana.
BJP_2019_0288,BJP,2019,42,Rural Development,Work towards completing all irrigation projects under the Pradhan Mantri Krishi Sinchayee Yojana.
BJP_2019_0289,BJP,2019,42,Education,Work towards increasing the number of seats in premier law institutes.
BJP_2019_0290,BJP,2019,42,Education,Work towards increasing the number of seats in premier engineering institutes.
BJP_2019_0291,BJP,2019,42,Rural Development,Work towards assisting the maximum number of fishermen by ensuring the availability of storage and other infrastructure under a new ‘Matsya Sampada Yojana’.
BJP_2019_0292,BJP,2019,42,Education,Enable investment of ₹ 1 lakh crore in higher education through Revitalising of Infrastructure and Systems in Education (RISE).
BJP_2019_0293,BJP,2019,42,Education,Aim to cover all the secondary schools under Operation Digital Board.
BJP_2019_0294,BJP,2019,42,Infrastructure,Work towards digitising land records.
BJP_2019_0295,BJP,2019,42,Rural Development,Ensure the LPG gas cylinder connection to all poor rural households.
BJP_2019_0296,BJP,2019,42,Infrastructure,Strive to ensure all-weather connectivity for every village.
BJP_2019_0297,BJP,2019,42,Education,Work towards increasing the number of seats in premier management institutes.
BJP_2019_0298,BJP,2019,42,Urban Development,Ensure a pucca house to every family.
BJP_2019_0299,BJP,2019,42,Energy & Environment,Ensure 100% electrification of all households.
BJP_2019_0300,BJP,2019,42,Youth & Sports,Establish at least one Atal Tinkering Lab in every block.
BJP_2019_0301,BJP,2019,42,Economy & Finance,Ensure every citizen has access to a bank account.
BJP_2019_0302,BJP,2019,42,Rural Development,Ensure a toilet in every household.
BJP_2019_0303,BJP,2019,42,Health,Ensure access to safe and potable drinking water for all households.
BJP_2019_0304,BJP,2019,42,Energy & Environment,Ensure the supply of piped cooking gas in major Tier 1 and 2 cities.
BJP_2019_0305,BJP,2019,42,Infrastructure,"Increase port capacity to 2,500 MTPA."
BJP_2019_0306,BJP,2019,42,Energy & Environment,Form a new Ministry of Water unifying the water management functions to approach the issue holistically and ensure better co-ordination of efforts.
BJP_2019_0307,BJP,2019,42,Energy & Environment,Strive to achieve 10% blending of ethanol in petrol.
BJP_2019_0308,BJP,2019,42,Energy & Environment,Achieve 175 GW of renewable energy capacity.
BJP_2019_0309,BJP,2019,42,Infrastructure,Aim to increase the number of operational airports to 150 for better air connectivity.
BJP_2019_0310,BJP,2019,42,Energy & Environment,Ensure ODF status for all villages and cities.
BJP_2019_0311,BJP,2019,42,Infrastructure,Start developing small railway stations across India.
BJP_2019_0312,BJP,2019,42,Health,Establish 1.5 lakh health and wellness centres under Ayushman Bharat.
BJP_2019_0313,BJP,2019,42,Health,Start setting up 75 new medical colleges or post graduate medical colleges.
BJP_2019_0314,BJP,2019,42,Energy & Environment,Ensure 100% waste collection under Swachh Bharat Mission to achieve ODF+ and ODF++ in cities and villages.
BJP_2019_0315,BJP,2019,42,Health,Ensure a drastic reduction in cases of tuberculosis.
BJP_2019_0316,BJP,2019,42,Health,Increase the doctor-population ratio to 1:1400.
BJP_2019_0317,BJP,2019,42,Health,"Under the POSHAN Abhiyaan, aim to reduce the malnutrition level as well as accelerate the rate of reduction of malnourishment."
BJP_2019_0318,BJP,2019,42,Economy & Finance,Further improve India’s rank in ‘Ease of Doing Business’ ranking.
BJP_2019_0319,BJP,2019,42,Economy & Finance,Work towards improving GDP share from manufacturing sector.
BJP_2019_0320,BJP,2019,42,Economy & Finance,Work towards doubling the total exports.
BJP_2019_0321,BJP,2019,42,Labour & Employment,Work towards creating a single-window compliance and dispute resolution mechanism for MSMEs.
BJP_2019_0322,BJP,2019,42,Economy & Finance,"Strive to ensure reduced tax rates, higher tax collection and greater compliance."
BJP_2019_0323,BJP,2019,42,Economy & Finance,Work towards ensuring a stable taxation regime.
BJP_2019_0324,BJP,2019,42,Women & Child Development,Work towards increasing female workforce participation rate.
BJP_2019_0325,BJP,2019,42,Social Justice & Minorities,Ensure justice for Muslim women by enacting the law against triple talaq.
BJP_2019_0326,BJP,2019,42,Energy & Environment,Work towards substantially reducing the current levels of air pollution.
BJP_2019_0327,BJP,2019,42,Governance & Anti-Corruption,Enable digital delivery of government services.
BJP_2019_0328,BJP,2019,42,Economy & Finance,Promote and increase digital transactions.
BJP_2019_0329,BJP,2019,42,Governance & Anti-Corruption,Ensure end-to-end digitisation of government processes.
BJP_2019_0330,BJP,2019,42,Governance & Anti-Corruption,Achieve complete digitisation and modernisation of courts.
BJP_2019_0331,BJP,2019,42,Economy & Finance,Ensure the availability of banking services within 5 kms of every individual.
BJP_2019_0332,BJP,2019,42,Defence & Security,Put an Indian in space in an Indian spacecraft as part of ‘Gaganyaan’ mission.
BJP_2019_0333,BJP,2019,42,Health,Ensure full immunisation coverage of children.
BJP_2019_0334,BJP,2019,42,Governance & Anti-Corruption,Strive to make all government buildings accessible.
BJP_2019_0335,BJP,2019,42,SC/ST/OBC,Ensure the completion of six Tribal Freedom Fighters Museums.
BJP_2019_0336,BJP,2019,42,Rural Development,Work towards completing the development of ‘Panchteerth’ circuit.
BJP_2019_0337,BJP,2019,42,Energy & Environment,Work towards completely eliminating crop residue burning to reduce air pollution.
BJP_2019_0338,BJP,2019,42,Labour & Employment,"Ensure comprehensive social security coverage for all unorganised labourers including insurance, pension etc."
BJP_2019_0339,BJP,2019,42,Urban Development,"Complete the development of all projects under Swadesh Darshan, PRASAD and HRIDAY schemes."
BJP_2019_0340,BJP,2019,42,Energy & Environment,Achieve the goal of Clean Ganga by 2022.
BJP_2019_0341,BJP,2019,42,Other,Work towards digitisation of collections in all national museums.
